,review_id,user_id,business_id,date,classes,business_id2,review_id2,user_id2,business_label,user_label,review_label,year
1882,CaH8zmDHlIhROCrpCkvqWg,ghYBiRzXyjJuA5tNSPnsPg,8nP8ghEpT6WFcM6tfqAaGA,2016/3/13 15:52,3,0,1882,1852,0,4,4,2016
1884,FTzlXha4h61lWD6OUbP3Rg,ehqxXKlMjg0H3FkxCySXiA,kUPlKgW6OLRw8_rrYtBV3A,2017/10/15 23:16,3,32,1884,1853,0,1,4,2017
1885,20v_RXokaLF1NfXyKg008Q,eqFga5ggF4kr_lkteSjVNQ,AtD6B83S4Mbmq0t7iDnUVA,2018/3/27 0:42,1,2,1885,1854,0,4,2,2018
1886,WL27tIzkwhoAIyf3qERXlA,PGrDg2PCfo5gVIfoi1iyzQ,J7fekWie4ZwR03AZVBisFw,2014/12/22 23:01,3,10,1886,1855,0,4,4,2014
1887,e_Kw4u1XQUSIwKd7png_uA,0vl_a3jB9PQeZHVaJTXVGQ,bV_xC1dzOhN_y4YEd4h02g,2014/10/31 0:50,3,33,1887,1856,0,1,4,2014
1888,2E39TMPXB1XU0yDClHKHWw,_kQkkZUKOmJBD6t0CA-eHQ,q3YnYPjLuBGRDi_59yTC5g,2018/5/22 19:19,3,5,1888,1857,0,4,4,2018
1889,Y81JQGkbByUHScHJAXSkMA,METbZC5f659pJol53SSyJg,5JW08_RL9K60Ubo8-8lyVg,2017/8/31 15:12,1,17,1889,1858,0,4,2,2017
1890,yikOxijq7r5nkyym0vFtgA,eEgeuz6Gg12HZkFZTfbb8A,M8Pl5qAmmrODfHeX6GOjsw,2016/4/26 21:54,1,29,1890,1859,0,4,2,2016
1891,SCawVjHbR6DSa4Ls1df95Q,YCMsYM1bqYerp5ruCxYoyQ,AsgwKCJqyBqdiHdEBqeq3w,2010/7/18 18:14,0,9,1891,1860,0,4,1,2010
1892,MQMtSf5QnuiVbtQbUTrTmA,#NAME?,AtD6B83S4Mbmq0t7iDnUVA,2017/12/20 1:02,1,2,1892,1861,0,4,2,2017
7809,70T9C1QCU4GmnjP-6si0Cg,EqRCCutU2DwV0x3yp0Skhw,36pB0QVVNZuOLV_UxosbAQ,2017/10/9 15:51,2,77,7809,1862,0,4,3,2017
1894,uf4i4ccP7R7uDFcH9AMcog,zzkgqTZLZxLdIRtMBOUSeQ,eCJDiRPoSuA0bsb7F1gNUA,2014/1/20 17:51,0,58,1894,1863,0,4,1,2014
7329,hyr8Qmui3YaKiMuy8wKE2w,12bjmgnsy4p8yvlk60IN7A,Yq0LCrGLjJtKcwBu1Nta6w,2019/6/20 21:32,3,36,7329,1864,0,4,4,2019
1897,7kaTefFtG1LaKERa4Z9rbw,XK7esnmFl24tzcXed_vecQ,AtD6B83S4Mbmq0t7iDnUVA,2015/3/22 5:24,1,2,1897,1865,0,4,2,2015
1898,X2tvfmc1pccxW-243oaQNQ,iN-ueUHy1FBepEz-bauCEg,xFc50drSPxXkcLvX5ygqrg,2009/8/20 19:22,3,70,1898,1866,0,2,4,2009
1899,WDMGYfYqwNKW4mK6Jy1mfA,qaHM1T5b3uHWhvD5Jqg1Sg,mBzL2_AKRD5TFQwMA6Itdg,2016/11/13 16:52,3,4,1899,1867,0,4,4,2016
1900,dB_jb9MEpEth1yXRVLBgbg,vOp9PQD6Dw8nEkAGFuzuGA,p8HvhJZ-_EHhmUVmZN15gg,2018/1/25 2:41,3,26,1900,1868,0,2,4,2018
1901,QoOAUytrfn0T9ZQ9VETETA,JwNu7p9FGtG5q_ps-RObpQ,wiPtQK7_QAkUUMQtyiaUNg,2014/12/5 14:41,3,24,1901,1869,0,4,4,2014
1902,hhi4C68eyw8E-f_94rYBRQ,0LHdo1pSJ2NAZ67TEsi19Q,sphMzEIqY1I2Dzv3zLZY2g,2016/11/15 23:03,3,25,1902,1870,0,2,4,2016
1903,pg0X8lRR3R-HUSoLb1Jkng,DMygFtzXXy4CZCyjP1TD4w,8nP8ghEpT6WFcM6tfqAaGA,2009/6/21 23:17,3,0,1903,1871,0,2,4,2009
1904,uGQwpE7ideho6L0cSgI7Vg,eCwl6zWjwj3ypgPbjom6gw,q3YnYPjLuBGRDi_59yTC5g,2018/2/26 19:57,3,5,1904,1872,0,4,4,2018
1905,FzTbEdrWvaIvf63FXLWSRw,ZaTExw4m0O25mKrcsW5A6Q,q3YnYPjLuBGRDi_59yTC5g,2017/8/12 0:00,3,5,1905,1873,0,4,4,2017
1906,hK1K3-63CHVOJ4eBtW2PXw,yHpXBcX9oLiFAkrTSaeKQg,xPuId11JJs0uy-QuPfifOw,2015/10/20 2:37,3,52,1906,1874,0,4,4,2015
1907,SM5M4601LlbNGM_lnTLP2Q,ZjKNo_fx42SxD7eijUlz5Q,AtD6B83S4Mbmq0t7iDnUVA,2017/7/1 4:38,1,2,1907,1875,0,2,2,2017
1909,74jrCw-rXQZhcYoqVjNVJg,GbDgmZbDcV8FwtipvFjJdA,xPuId11JJs0uy-QuPfifOw,2016/10/4 20:23,3,52,1909,1876,0,2,4,2016
1910,Mp31uPwA8FI4WGNm9AG1sg,XbrgwqwKyCUAVeQMSE7Lvg,3nzK3K-Dfo1L6mpB8FTKkw,2014/3/19 4:59,1,42,1910,1877,0,4,2,2014
1911,PpvpZhjYHUpZ52BhYcA6KQ,8VLHmmJ6kcEs9pcGyt5SmA,#NAME?,2016/2/28 8:38,3,43,1911,1878,0,2,4,2016
1913,VkgxsaaTTnKRfJtCW7kfEQ,j5ZtkinlbyK65D0aU3xrDQ,AtD6B83S4Mbmq0t7iDnUVA,2015/7/7 20:00,1,2,1913,1879,0,1,2,2015
1914,MaQ9OjCVh6zFVuKlIscvkA,yF8BfBUc1eJD_Uhle1Iv8g,AtD6B83S4Mbmq0t7iDnUVA,2018/8/26 5:22,1,2,1914,1880,0,4,2,2018
1915,iqmyxGtC-pm0zfeV_PFzbA,Maj2BvspqPGheTkfiOB9xg,rzd_2GJpkvHPejEwJ-IKHg,2016/6/24 17:42,3,62,1915,1881,0,4,4,2016
1916,Rp1Y1Btr5W_PaPeeQGIQ3A,BVlTYUOHuoCh6XTs0omGsA,J7fekWie4ZwR03AZVBisFw,2018/6/14 23:24,3,10,1916,1882,0,4,4,2018
1917,DgNDN46cOWc-09zsoPvTHA,0CuIwjdRrcOsUrO-2gE-9A,wERcL1KznuTgfltSKQt_jg,2015/8/23 0:43,3,21,1917,1883,0,4,4,2015
1918,MsgMShMxeC2JR9pCXGETCw,BI43zsVnKZHtMI_4GBStng,bsjBLLHR4TMVR5eAeLAI9w,2009/6/10 3:30,0,28,1918,1884,0,2,1,2009
1919,pw447CFtwCTPOatX_gkMiA,urvI3PqSn3Wi5wX4JJw3ZA,xVXyrTWbG8U3szze-aA7eg,2014/7/17 21:53,3,35,1919,1885,0,4,4,2014
1920,5dYxl3ESDRL_ZJwXe4q_sQ,p18NCFOoevxIiYXevlDYeA,p8HvhJZ-_EHhmUVmZN15gg,2017/1/17 3:25,3,26,1920,1886,0,2,4,2017
1921,HIpYThJ9B53BQbVBWTezqg,D_JXcH4VKHQpKIuJgsw0hQ,IBNWrN1k9E0E_bMcRD-GwA,2017/1/7 8:16,0,15,1921,1887,0,4,1,2017
1922,bJ7srH5sB4ul8VRpii9_Sw,RxZ3zWKqSBUHmBKdDAloiw,q3YnYPjLuBGRDi_59yTC5g,2015/10/2 1:01,3,5,1922,1888,0,2,4,2015
1923,vk81EMjE8D_KjdqyH7zB8g,aJrptXDHDdA3Q5roUqoniA,q3YnYPjLuBGRDi_59yTC5g,2017/10/28 22:25,3,5,1923,1889,0,4,4,2017
1924,nD8HpU74SEEebEk90mPfRw,kf7rPMfJgZesxc6nBM3Pgw,sphMzEIqY1I2Dzv3zLZY2g,2013/6/6 16:59,3,25,1924,1890,0,4,4,2013
1925,q5Dc3fmAtJgcQ-z6tLAuFQ,IJlX2yIyZ4j-fEBDPMqJNw,8nP8ghEpT6WFcM6tfqAaGA,2018/2/4 4:36,3,0,1925,1891,0,2,4,2018
1926,mpu3gnKbNo0tiCrM20N6vA,qlf9g7QcM5wKCil_afm1YA,8Hvp1tYKiQbBgGIwkCRK5g,2018/7/29 19:19,3,75,1926,1892,0,4,4,2018
1927,mpwBcq8Wu8Mh_A437VcdEA,WIFb-G9x9Z7uTF7hi-qQJw,3nzK3K-Dfo1L6mpB8FTKkw,2015/1/8 20:59,1,42,1927,1893,0,4,2,2015
1928,AfILOuHa4iD5VWVDSwnW_g,VgrHqQfQyiri-heodvqHBg,q3YnYPjLuBGRDi_59yTC5g,2015/7/20 20:43,3,5,1928,1894,0,4,4,2015
1929,wDRUuQ4ea0Qv4uTbvliFDA,wBPT5wGYgnVuo5zgVWNQnA,sphMzEIqY1I2Dzv3zLZY2g,2016/10/16 16:55,3,25,1929,1895,0,1,4,2016
1930,fn2NhSBabxo_udiJK0bc0w,Jn8louhYd-BA7m9AqdRciA,37kk0IW6jL7ZlxZF6k2QBg,2017/6/11 0:29,2,27,1930,1896,0,4,3,2017
1931,rCCfsZLWBeU_3HeqlqAAqg,tOIMf1ryNle3MnrIQluUuQ,8nP8ghEpT6WFcM6tfqAaGA,2012/11/16 19:06,3,0,1931,1897,0,4,4,2012
1932,9iwnzIAGNnuMqJDb6z3k6A,pqCQqAOOdIoYoMeCCgxRRA,AtD6B83S4Mbmq0t7iDnUVA,2015/12/27 5:21,1,2,1932,1898,0,1,2,2015
1933,0lafIF-5tny_gSlHSpdgZQ,kBeTC6ikbFHq433Clgr79Q,ydE2SjvSd9_NMoEBAE2PuA,2013/7/19 4:20,3,20,1933,1899,0,1,4,2013
1934,RcXcrHghjv_UrEWzglC_IQ,BdoyadfDYtQY9txT62ApLw,M8Pl5qAmmrODfHeX6GOjsw,2017/2/14 20:23,1,29,1934,1900,0,4,2,2017
1935,vq3B2C0ShxM6-5k5fJC93w,pwQ8E-hbDUJe3qtKt_IBBg,8nP8ghEpT6WFcM6tfqAaGA,2015/6/28 2:25,3,0,1935,1901,0,4,4,2015
1936,QzSMNd_rN0YCcz1tAMbtWQ,F1_WWxCjdHhMKBjPS9ljvQ,AtD6B83S4Mbmq0t7iDnUVA,2015/10/29 18:49,1,2,1936,1902,0,4,2,2015
1937,bhpH-HAHIv8NgyMEoE4iPw,pNOST_hTkcZzr4nsx_oYQQ,3nzK3K-Dfo1L6mpB8FTKkw,2016/10/5 14:55,1,42,1937,1903,0,4,2,2016
1938,lPvMB4lQh9WQmj5cZQGsfA,kHnAbzhzodm_-cWsvMML_Q,8Hvp1tYKiQbBgGIwkCRK5g,2017/10/5 21:04,3,75,1938,1904,0,4,4,2017
1939,Oyg5M-glA34qWwNcoIgbsw,ADIww7hq8PeR4qTcYg5VKA,8nP8ghEpT6WFcM6tfqAaGA,2017/7/4 16:15,3,0,1939,1905,0,4,4,2017
1940,Y1vwN63sqBLPUUI_VG0Msw,R4jR9v4lOxh2ANT7npQMsw,g2Y2lnMmnOouvivEie9myw,2017/6/29 21:38,3,63,1940,1906,0,2,4,2017
1941,u76soiOo0kE2V8it1ySfhg,AhwRkiq2ZCtHEMgy974KZg,AtD6B83S4Mbmq0t7iDnUVA,2017/9/14 8:04,1,2,1941,1907,0,4,2,2017
1942,uV1xdjonopZmpM44FQZRvA,eF-wUiTCG_g8Kwf-WtXc_g,Ra5fI9BEAuWWaLJSfkiCiQ,2013/4/17 16:15,3,3,1942,1908,0,2,4,2013
1943,lFNmQKm12CXoZ5sTjlS0uA,uTu74kG-S_54TpMNtBC04w,M8Pl5qAmmrODfHeX6GOjsw,2018/1/26 1:56,1,29,1943,1909,0,4,2,2018
1946,nI6A70JUCx0OYdHk62P8sw,JEEYFXLbKy-KpbTT-BHb6A,wERcL1KznuTgfltSKQt_jg,2016/12/27 5:51,3,21,1946,1910,0,2,4,2016
1947,SAahcWz2qyJHJlZhyvkmUA,lWTXqGN9jAX3rhK199X-RQ,AtD6B83S4Mbmq0t7iDnUVA,2013/6/25 22:35,1,2,1947,1911,0,4,2,2013
1948,KzcfLkLxZntCLwlXQ8ufRQ,vi75M611fR89qIg3wqHqqA,37kk0IW6jL7ZlxZF6k2QBg,2016/11/26 18:33,2,27,1948,1912,0,4,3,2016
1949,J--O0cU297559bq0qIRzDg,kg38vpoijtboMNwvPzcRVw,PlP0c_u3g-3LiWHpb2XnOQ,2017/5/4 20:06,0,13,1949,1913,0,4,1,2017
1950,HCNzpGpdYDLpVO5bkX3SvQ,tl4JZxIuen2XBuNR2ZQb7w,wiPtQK7_QAkUUMQtyiaUNg,2015/9/26 16:15,3,24,1950,1914,0,1,4,2015
1951,rqY8rBMLrIF8E3iGG5k7yg,5AlOIOMTzNhU1tSOtQ6mDw,q3YnYPjLuBGRDi_59yTC5g,2016/4/1 23:51,3,5,1951,1915,0,4,4,2016
1952,I1vAnzRmsRAHEKlJHt2cpw,nh4xURBFqZbBaP1Lzem_Uw,q3YnYPjLuBGRDi_59yTC5g,2016/2/1 4:51,3,5,1952,1916,0,2,4,2016
1953,jRvWjCieVSJFyxB9YXJ4hQ,SY0vuBBa3um1zt97d1EMQw,8nP8ghEpT6WFcM6tfqAaGA,2011/3/27 6:30,3,0,1953,1917,0,2,4,2011
1954,BA8lvmb3tnqt9TYRErMNew,HAaq1iGtjeiDFKNKqJtOtw,AtD6B83S4Mbmq0t7iDnUVA,2018/7/18 5:48,1,2,1954,1918,0,4,2,2018
1955,S2pgXi0H8e0hTIGE6h_9Og,uRRt1Tw5Qts7m6awWuhBSg,qUkd14n2uMXEboKOwYw8uQ,2017/3/19 2:39,3,39,1955,1919,0,4,4,2017
1956,UqOMvZxXGxl6q-AzYpbW_g,4xyYBC5MIe-GfDj6kAdAFw,TKKX9bllRBMzp0NYr441PQ,2018/3/19 17:24,1,51,1956,1920,0,4,2,2018
1957,dLneiwJRrVIyMIP3_zv96A,e5Yj63lLnusYZ48BLyv9DA,sphMzEIqY1I2Dzv3zLZY2g,2018/3/17 21:06,3,25,1957,1921,0,2,4,2018
4964,_VcK528gAZtuNTUU08gn5A,BR3JNQT-qe1n_zHRiWf6cw,AtD6B83S4Mbmq0t7iDnUVA,2016/11/2 1:37,1,2,4964,1922,0,2,2,2016
1959,alegZjP-DmUdp8KvqSInmw,eHMoVAe9ZQGvcaBSCrFnGg,wERcL1KznuTgfltSKQt_jg,2016/4/14 4:45,3,21,1959,1923,0,4,4,2016
1960,jeoenl2PkLhrZ08FdjG-yw,yUatnz6fziODCaxMeGFF9w,sphMzEIqY1I2Dzv3zLZY2g,2018/1/26 0:50,3,25,1960,1924,0,2,4,2018
3092,JuQRoT2QV5a5r36L9Bv9VA,n86B7IkbU20AkxlFX_5aew,AtD6B83S4Mbmq0t7iDnUVA,2013/6/10 0:14,1,2,3092,1925,0,4,2,2013
1962,EnsSkAV8VY80NFYmYNaTgg,Jma5VlNHYJOMILU4mvLgzQ,8nP8ghEpT6WFcM6tfqAaGA,2016/7/28 2:49,3,0,1962,1926,0,4,4,2016
4269,2sS7Q3Y9PEm4NKWSyHN-mQ,PAzgMhSXGokkOw2CMZUI1w,q3YnYPjLuBGRDi_59yTC5g,2016/11/20 17:31,3,5,4269,1927,0,4,4,2016
1964,jpn4vDb5PTy_BS3D4B9uYA,bu3qhZXlxkWir0EzC2txBQ,p8HvhJZ-_EHhmUVmZN15gg,2014/4/23 2:28,3,26,1964,1928,0,2,4,2014
1965,Xwxpu-e-IrRVVZBa5SUWYw,B-nZ9jAOghjrTIOfNrM7vw,PlP0c_u3g-3LiWHpb2XnOQ,2018/5/12 17:00,0,13,1965,1929,0,4,1,2018
1966,GrF8US7bTDlZTHp2c_qukA,DrOMT68QmQpOSNaqJmRKIg,wiPtQK7_QAkUUMQtyiaUNg,2014/12/22 20:06,3,24,1966,1930,0,4,4,2014
1967,TCAJvEjKFefTMp4JwQ7crg,Z1Ce1N6F7vw9pKnsv8MtRA,8nP8ghEpT6WFcM6tfqAaGA,2008/12/31 13:50,3,0,1967,1931,0,4,4,2008
1968,lbmbixVu2bzFU-xceFCuIQ,ppUS3G3bVNNqvjAKsi1BbA,bsjBLLHR4TMVR5eAeLAI9w,2016/2/27 21:50,0,28,1968,1932,0,2,1,2016
1969,HWnRkDYP2p3mAh7R7_CbmA,BsfZ3P6huGAVXG1TdZpQ6A,bsjBLLHR4TMVR5eAeLAI9w,2012/4/3 18:49,0,28,1969,1933,0,2,1,2012
1970,AwKuoPtsXyE4T76gFV-sbw,t4chs_l38L8Nc-w0p8sBUQ,b1m_PK-ggGR3CmBjdIyqkQ,2018/3/26 21:36,3,34,1970,1934,0,4,4,2018
5620,VPJgLo8nfcg0seuUea3xNA,t4chs_l38L8Nc-w0p8sBUQ,b1m_PK-ggGR3CmBjdIyqkQ,2018/4/2 19:15,3,34,5620,1934,0,4,4,2018
1971,VdKLk8foGOhBfiSHZ8DUvw,WwLNEU19f9yKwZHvY6vCGg,eWVgtAQ3Z-bFRBat8nICLg,2014/11/18 4:42,3,30,1971,1935,0,4,4,2014
1972,IJzrqSyJBCNHnR9dbLurZg,xuwbfcUIkX4Dz5X8jWZ8gg,q3YnYPjLuBGRDi_59yTC5g,2015/10/9 1:44,3,5,1972,1936,0,1,4,2015
1973,0OB6rhdbiCkuNgWBKf4PvQ,7P9bX4EUhOnnMdXCG2uPJQ,b1m_PK-ggGR3CmBjdIyqkQ,2014/2/9 5:24,3,34,1973,1937,0,4,4,2014
1974,Xvw2cJ8J-L2OP5oJzH6luw,WQn0yXFYkQGe_KyV-PW4Nw,q3YnYPjLuBGRDi_59yTC5g,2016/9/9 20:35,3,5,1974,1938,0,2,4,2016
1975,rDJJJ-E3cBTT2GdzH4sStg,smBNsLpIMy840qgAFiYPow,MM572Htt9k_e96IKNyCEtA,2016/4/28 20:52,3,59,1975,1939,0,1,4,2016
1976,IhxRtN0sQccfXDpOfwV7uw,iYpZ42PHOBLsQARihVnNfA,5JW08_RL9K60Ubo8-8lyVg,2017/11/24 19:44,1,17,1976,1940,0,4,2,2017
1977,XYE4YXD7Sn-sA4fWk1qnkA,d_pXxUZISXJ-C67G8S_QwA,mBzL2_AKRD5TFQwMA6Itdg,2015/11/21 21:42,3,4,1977,1941,0,2,4,2015
1978,787m6c-peDfrsqjJqXLjEw,LX03O0dKtJQ03ooqfsYjuA,AtD6B83S4Mbmq0t7iDnUVA,2013/6/30 15:53,1,2,1978,1942,0,2,2,2013
1979,lLho3ix4aaVnG5IrzTCQOw,_Op00-3BG3sNPkB564kXQg,J7fekWie4ZwR03AZVBisFw,2013/9/10 17:29,3,10,1979,1943,0,4,4,2013
1980,w7JCWNkuwvmxFkmaRbtW-Q,uJeK3DSxfnm39cFRJvqtbQ,q3YnYPjLuBGRDi_59yTC5g,2017/7/11 7:13,3,5,1980,1944,0,4,4,2017
1981,bC5ebYlUUWCFn9ee0BpZmg,PcYwePORUMjhNJXGrKku-A,wERcL1KznuTgfltSKQt_jg,2017/7/1 5:41,3,21,1981,1945,0,4,4,2017
1983,FxH-pCDKxfYXaqOOWVb9dw,e7AohbijJrlycGYu7nTqWw,AtD6B83S4Mbmq0t7iDnUVA,2017/10/6 19:24,1,2,1983,1946,0,4,2,2017
1984,CX1T-Z8qlUwuw6VvIUTaKQ,rExD8M5ivyNGWUMRjDnPMw,p8HvhJZ-_EHhmUVmZN15gg,2015/12/9 22:38,3,26,1984,1947,0,4,4,2015
1985,FdO8X75v2-A23j_ORE0zYg,MovlY5pkZboLs6Iyg5BIyA,b1m_PK-ggGR3CmBjdIyqkQ,2016/10/30 4:37,3,34,1985,1948,0,4,4,2016
1986,EzBDqQsM4DkN7Z4ybYoFpA,SPZcg_4iu35i-MeMY0e5Mw,kUPlKgW6OLRw8_rrYtBV3A,2018/7/12 19:16,3,32,1986,1949,0,2,4,2018
1987,RXfSwU3YbMaGXi39H68w8g,SJEr0t98Op8WDVjhttkKLA,PlP0c_u3g-3LiWHpb2XnOQ,2015/8/22 21:54,0,13,1987,1950,0,4,1,2015
1988,hkoDiuAmOV7mhjj3Brl0mg,HjzdgntLFvd8JiL44WBxkw,8nP8ghEpT6WFcM6tfqAaGA,2009/10/28 21:18,3,0,1988,1951,0,4,4,2009
1989,tgKJpkNyw_GigWjP-ACOVg,DuMiLvc4mHTx_FtMRwA4DQ,M8Pl5qAmmrODfHeX6GOjsw,2018/4/9 15:20,1,29,1989,1952,0,4,2,2018
1990,u4ljY7SV9acCWzQXhhJrDA,#NAME?,3nzK3K-Dfo1L6mpB8FTKkw,2017/8/31 19:09,1,42,1990,1953,0,2,2,2017
1991,n5NMrVTJiXIHMl3Kpq89Ww,uM1CXit47oPZpnPHXbHrnQ,wERcL1KznuTgfltSKQt_jg,2017/9/1 22:09,3,21,1991,1954,0,4,4,2017
1993,UwVVUM0JOUUKNryFuaw_Vg,TSThCn9RaHqYF1VknVTTRQ,mBzL2_AKRD5TFQwMA6Itdg,2018/1/27 22:05,3,4,1993,1955,0,4,4,2018
1994,NWlBKlBAaIEGMVCP1-FkVg,kd9--kcOScxGYuDbW9wOBQ,wERcL1KznuTgfltSKQt_jg,2015/3/11 1:50,3,21,1994,1956,0,4,4,2015
1995,z0LCqVxmAVV9QKr_fAdBVA,ecc8giAKqxyy72M-IwI82w,AtD6B83S4Mbmq0t7iDnUVA,2018/1/1 23:15,1,2,1995,1957,0,4,2,2018
1996,5RNF1oUGIxEtu15NjeCMvQ,6f3iIzHMc3PjOPJeE-45ug,p8HvhJZ-_EHhmUVmZN15gg,2018/4/18 21:02,3,26,1996,1958,0,1,4,2018
1997,ZfMBbd9-26wGAMYNGcmQug,7Mt-DvvF8nofWHSfZZcKSA,8nP8ghEpT6WFcM6tfqAaGA,2009/11/2 5:08,3,0,1997,1959,0,2,4,2009
1998,IOrvP2TxR4EfMWH0sLhl_A,W-V4Bnf7_SqYfa4gzVFTsg,AtD6B83S4Mbmq0t7iDnUVA,2016/5/9 5:05,1,2,1998,1960,0,4,2,2016
1999,3XLR-HYiAHba2v4K6PbHTQ,vCwn4HZY1m-EHgIGR7Hkpg,p8HvhJZ-_EHhmUVmZN15gg,2016/2/2 22:52,3,26,1999,1961,0,1,4,2016
2000,806ZbdPAUXfb2m8UbtE6gQ,hNaGB47YOGe6FOthh3SxKg,q3YnYPjLuBGRDi_59yTC5g,2016/10/18 4:39,3,5,2000,1962,0,2,4,2016
2001,toBfO07GcrjiVMaPDzKrrg,6h8LPec7jWlwiPMuQ33RXg,M8Pl5qAmmrODfHeX6GOjsw,2015/1/22 2:55,1,29,2001,1963,0,2,2,2015
2002,YQxT8t-VXxbSsL8hfRJBOw,KDhF54katEKJNqjIg6VxzQ,AtD6B83S4Mbmq0t7iDnUVA,2015/7/18 22:58,1,2,2002,1964,0,4,2,2015
2003,QBnE8ZJrA9ySwF196Dyecg,8axMfHuLoy8mMa91l1TF3g,p8HvhJZ-_EHhmUVmZN15gg,2018/4/6 21:19,3,26,2003,1965,0,1,4,2018
2004,7DeURDYzh21FJEMqrC_bZA,lhahj9tNZGI4ra26H0gOqw,p8HvhJZ-_EHhmUVmZN15gg,2016/4/15 2:59,3,26,2004,1966,0,4,4,2016
2005,OxTS0HFPq7htgCNKM_CXew,Pis8OEdKzyF8M46ShGWWgQ,q3YnYPjLuBGRDi_59yTC5g,2015/10/10 4:30,3,5,2005,1967,0,4,4,2015
2006,aIVlyXdiTpbnIGthCQi_UQ,z85V9YgsL2gkg32Fm1UliA,AtD6B83S4Mbmq0t7iDnUVA,2014/11/18 23:18,1,2,2006,1968,0,4,2,2014
2007,0QKt-BOcw0ZpWfpBKSLqgQ,AMjf1phJMft8ZLspd_AlDQ,AtD6B83S4Mbmq0t7iDnUVA,2017/1/6 20:05,1,2,2007,1969,0,4,2,2017
2008,tB8ndGBrEw4TxgHY8r_I6g,Gl2xLFjns7thGSWrPFL4oQ,8nP8ghEpT6WFcM6tfqAaGA,2017/7/23 19:34,3,0,2008,1970,0,4,4,2017
2009,sITmiU2sNKhxkWI8g2Ei1Q,t7xlkRh2QK8qbemuO4wgyQ,mBzL2_AKRD5TFQwMA6Itdg,2018/2/16 0:08,3,4,2009,1971,0,2,4,2018
2010,6qbldcQoHxXs7YTnWljeqg,Da1saBIMmBcG3Qc9-Mz-Sw,AsgwKCJqyBqdiHdEBqeq3w,2013/5/14 16:51,0,9,2010,1972,0,4,1,2013
2011,gv5OgYF2fLHXgiggZk96CQ,YLLkB5WArvkPrrM-otV32A,8nP8ghEpT6WFcM6tfqAaGA,2018/7/14 4:19,3,0,2011,1973,0,2,4,2018
2012,vWmiCJ2aVWs6REjMJ5NdTQ,Dff_MlN-_VZjm-AP_oFWhQ,AtD6B83S4Mbmq0t7iDnUVA,2015/8/23 4:56,1,2,2012,1974,0,4,2,2015
2013,m4ilE853FqZkuI2uUDkILw,Ug0ujy9-jd0Oc2nk3KIotA,JQWIZ8MT-VGZzO5W5XCB5Q,2013/3/28 20:23,0,14,2013,1975,0,2,1,2013
2015,GE70TVWh50NVu0ED1l6xnA,-SWRw9-1ARVKLAWE0Sxw1Q,q3YnYPjLuBGRDi_59yTC5g,2015/5/30 23:38,3,5,2015,1976,0,4,4,2015
2016,xsm4CZcEU3S8g5hxwBFUmA,x5V0OQnnUgulj_MUnJK7ww,3nzK3K-Dfo1L6mpB8FTKkw,2015/8/8 6:43,1,42,2016,1977,0,4,2,2015
2017,bYLWKzaji5R9ctt1-35bbg,1RGfR03H1XJAr6BJUyXClA,JTXqPkssRG-3rlrh_uMcYQ,2016/8/15 21:51,1,6,2017,1978,0,4,2,2016
2018,4MeSgVCkEAh0fCP5waDp4A,_JxgcO8un824jEWW72rEcQ,wERcL1KznuTgfltSKQt_jg,2016/9/9 0:23,3,21,2018,1979,0,4,4,2016
2019,lYXwwr0MO_WMbO6c9DjBng,rj1S7zJKWMEOS7VUUojnQA,p8HvhJZ-_EHhmUVmZN15gg,2013/9/9 19:09,3,26,2019,1980,0,4,4,2013
2020,wZHUo9pud60JocsfpnY0fw,dp1kYR8GytfMg6YbXtK3EA,q3YnYPjLuBGRDi_59yTC5g,2017/3/7 4:36,3,5,2020,1981,0,4,4,2017
2021,Af675RYQ9-7SKNBq8VNaeg,URWYV_LRm1IAbNzaMqyplg,q3YnYPjLuBGRDi_59yTC5g,2015/4/6 4:15,3,5,2021,1982,0,3,4,2015
2022,SlL22pF9ZlCnFM2MHhnoNA,a9GB-65ne-mq5V7Bnod0lQ,sphMzEIqY1I2Dzv3zLZY2g,2016/10/16 3:30,3,25,2022,1983,0,4,4,2016
2023,S_Vx8eWxbf_qhGkaeOfIJw,WwW0bh9cXtyl4ruIKjlAqg,MM572Htt9k_e96IKNyCEtA,2014/5/30 18:45,3,59,2023,1984,0,2,4,2014
2024,eQADevVvJ7TEUK_3JRZ-QQ,9nrji23HpxUgC_N_q9TaqQ,p8HvhJZ-_EHhmUVmZN15gg,2014/5/15 6:56,3,26,2024,1985,0,4,4,2014
2025,dskFKPM3sQGTtLxh62evsA,K_IsxoDKxPlRNrLDls_rPg,AtD6B83S4Mbmq0t7iDnUVA,2017/11/21 2:58,1,2,2025,1986,0,4,2,2017
2026,yUedWBXRkaSt2S6fi14ISg,POYWQm8lZVT0fQ7UecKiLg,sphMzEIqY1I2Dzv3zLZY2g,2017/12/22 18:17,3,25,2026,1987,0,4,4,2017
2027,wQl-nTsLi7yw4PgX_nQFgg,gRciKaIcEKCKMg2UTMz4-Q,q3YnYPjLuBGRDi_59yTC5g,2015/4/3 4:27,3,5,2027,1988,0,4,4,2015
2028,beuIAvtBAHWviVSBTu7-qA,hdP51SHHpIzOVywwxqs5fA,du9_QFb75sxzKnLLQwSkMw,2011/5/5 3:27,3,37,2028,1989,0,2,4,2011
