venueid,user,venueid_id,cate_id,cate2_id,venueid_label,user_label
45487bc1f964a520833c1fe3,428,46,6,1,0,0
49ba1a21f964a5205a531fe3,428,2682,9,7,0,0
47d7bd63f964a520254e1fe3,428,1903,6,21,0,0
4ba8e819f964a520e7f839e3,428,3144,1,21,0,0
4a5a3157f964a520ddb91fe3,428,44,1,7,0,0
42717900f964a52076211fe3,428,2218,10,21,0,0
49c6844cf964a52054571fe3,428,822,1,21,0,0
4a87bcf3f964a520e10420e3,428,3780,1,21,0,0
4bf5b259bfeac92873029336,428,95,6,1,0,0
4c3912193849c92874b6c0b1,428,3763,10,21,0,0
483588e1f964a520e84f1fe3,428,1019,1,21,0,0
4a1dec68f964a520ac7b1fe3,428,2136,1,21,0,0
414e1d80f964a520ed1c1fe3,428,701,16,7,0,0
4ab595e1f964a520877520e3,428,80,2,21,0,0
40b7d280f964a52091001fe3,428,1005,6,7,0,0
4410b832f964a520c0301fe3,428,325,6,21,0,0
4bf5b259bfeac92873029336,428,95,6,1,0,0
4bda0e062a3a0f47bf87a9b6,429,3781,4,21,0,0
4a761c7ef964a52040e21fe3,429,3782,10,24,0,0
4c683fdf607ad13a3013a82b,429,2031,1,21,0,0
41059b00f964a520850b1fe3,429,57,3,21,0,0
49e282a3f964a5202a621fe3,429,1617,9,7,0,0
4a05c35ff964a52072721fe3,429,3783,2,21,0,0
49bacd63f964a520b0531fe3,429,1368,2,21,0,0
4cadf7850e7bbfb7caa95b83,429,3784,4,21,0,0
4ae4b1b2f964a520339d21e3,429,3785,1,21,0,0
4c683fdf607ad13a3013a82b,429,2031,1,21,0,0
437e6b00f964a520b82a1fe3,429,350,2,14,0,0
4123ed80f964a520430c1fe3,429,62,1,21,0,0
469019cbf964a5209f481fe3,429,337,6,1,0,0
485cf8dbf964a520d4501fe3,429,598,16,7,0,0
4a039807f964a520d1711fe3,429,3334,1,21,0,0
41059b00f964a520850b1fe3,429,57,3,21,0,0
49ebf313f964a5204b671fe3,429,2267,10,1,0,0
4b50f37bf964a5203c3a27e3,429,3786,1,21,0,0
4574349bf964a520923e1fe3,429,2730,10,1,0,0
463c010af964a52027461fe3,429,876,1,21,0,0
49be8fe0f964a520b9541fe3,429,406,1,21,0,0
4cd080487561236a919d2cf3,429,445,2,7,0,0
4a0c561df964a52022751fe3,429,151,1,21,0,0
4ac90c72f964a5204bbe20e3,429,3787,1,21,0,0
4a96ab7af964a520842620e3,429,2808,1,21,0,0
4c1abbbd624b9c74b8791204,429,945,1,21,0,0
49cc413df964a5205a591fe3,429,351,14,7,0,0
4aabf205f964a520175b20e3,429,152,1,21,0,0
4a3467e0f964a520319c1fe3,429,1716,9,7,0,0
49c42510f964a5209d561fe3,429,755,1,21,0,0
445e36bff964a520fb321fe3,429,2052,2,21,0,0
49c94f32f964a52054581fe3,429,3562,2,21,0,0
4b140da8f964a520829c23e3,429,3788,1,21,0,0
42c5d900f964a520d5251fe3,429,237,6,1,0,0
445e36bff964a520fb321fe3,429,2052,2,21,0,0
4a0c561df964a52022751fe3,429,151,1,21,0,0
49c42510f964a5209d561fe3,429,755,1,21,0,0
3fd66200f964a52021ed1ee3,429,2026,1,21,0,0
4ab0402ff964a520ad6620e3,429,1156,1,21,0,0
445e36bff964a520fb321fe3,429,2052,2,21,0,0
476c1aa6f964a520fd4c1fe3,429,1290,6,16,0,0
4a898355f964a520350820e3,429,1993,1,21,0,0
4b1c7936f964a520b70724e3,429,3297,1,21,0,0
43dc103ef964a520992e1fe3,429,236,6,1,0,0
40f08300f964a5204e0a1fe3,429,1748,6,21,0,0
445e36bff964a520fb321fe3,429,2052,2,21,0,0
44ca4a54f964a520fa351fe3,430,3789,1,21,0,0
4d2d02d2fd2e236af1d6ecde,431,180,6,13,0,0
4bd2177d046076b055357371,432,0,0,7,0,0
40e0b100f964a520e1091fe3,432,548,6,1,0,0
4735a349f964a520334c1fe3,432,3790,1,21,0,0
4570691ff964a5205c3e1fe3,432,844,6,1,0,0
49dd5b31f964a520fe5f1fe3,432,504,6,1,0,0
42bf4180f964a520b1251fe3,432,763,3,21,0,0
49ebbcb1f964a5201e671fe3,432,3791,6,1,0,0
4a80b408f964a520f5f51fe3,432,3792,10,21,0,0
451c196df964a520813a1fe3,432,559,10,29,0,0
4a0c6465f964a5202a751fe3,432,3793,10,21,0,0
42cc7080f964a520e9251fe3,432,967,10,21,0,0
43f8404cf964a520c22f1fe3,432,534,10,21,0,0
4aa45625f964a5207b4620e3,432,637,10,25,0,0
4a791992f964a520efe61fe3,432,638,10,21,0,0
42bf4180f964a520b1251fe3,432,763,3,21,0,0
42bf4180f964a520b1251fe3,432,763,3,21,0,0
4abee430f964a520709020e3,432,560,9,7,0,0
4a7db453f964a52041ef1fe3,432,3794,1,21,0,0
42bf4180f964a520b1251fe3,432,763,3,21,0,0
3fd66200f964a5201ced1ee3,432,429,6,21,0,0
4790de30f964a5204e4d1fe3,432,333,6,21,0,0
4a2c1064f964a52017971fe3,432,746,3,21,0,0
40b7d280f964a52093001fe3,432,1068,2,21,0,0
44f97a46f964a5205e381fe3,433,1759,6,1,0,0
4d598e9b8a7aba7ac739af0d,433,1683,13,4,0,0
4e1933fe15202ba040b60176,433,1062,10,21,0,0
4bd2177d046076b055357371,433,0,0,7,0,0
42af6f80f964a5205e251fe3,433,157,6,21,0,0
4b059964f964a520addf22e3,434,2631,13,4,0,0
4458a790f964a520d3321fe3,435,76,1,21,0,0
4a2c1064f964a52017971fe3,435,746,3,21,0,0
49ca8f4df964a520b9581fe3,435,6,1,21,0,0
41059b00f964a520850b1fe3,435,57,3,21,0,0
49ca8f4df964a520b9581fe3,435,6,1,21,0,0
41059b00f964a520850b1fe3,435,57,3,21,0,0
45073758f964a52021391fe3,435,119,3,27,0,0
45073758f964a52021391fe3,435,119,3,27,0,0
452b81ddf964a520393b1fe3,435,517,10,21,0,0
457c1895f964a520fc3e1fe3,435,1731,3,21,0,0
45073758f964a52021391fe3,435,119,3,27,0,0
43c40aa8f964a520572d1fe3,435,3724,1,21,0,0
45073758f964a52021391fe3,435,119,3,27,0,0
4570691ff964a5205c3e1fe3,435,844,6,1,0,0
49fdbce9f964a520246f1fe3,435,214,3,30,0,0
4c709513df6b8cfab5f3b84d,435,3795,3,6,0,0
432a0b00f964a520dd271fe3,435,1738,1,21,0,0
4b09df04f964a520001f23e3,435,3796,10,29,0,0
4a8c50ddf964a520a30d20e3,435,3757,1,21,0,0
4ae332f8f964a520959121e3,435,3797,1,21,0,0
3fd66200f964a52018ed1ee3,435,430,1,21,0,0
4a33fcb1f964a520859b1fe3,435,3798,1,21,0,0
40b7d280f964a52093001fe3,435,1068,2,21,0,0
49ca8f4df964a520b9581fe3,435,6,1,21,0,0
43d28d6ef964a520172e1fe3,435,1310,9,7,0,0
3fd66200f964a52045ee1ee3,435,865,6,1,0,0
40bbc700f964a520b1001fe3,435,37,2,21,0,0
43c40aa8f964a520572d1fe3,435,3724,1,21,0,0
4a2c1064f964a52017971fe3,435,746,3,21,0,0
4b7ec953f964a5204cff2fe3,435,3799,3,10,0,0
446dcedaf964a5206b331fe3,435,208,1,21,0,0
45e86d76f964a5206a431fe3,435,886,1,21,0,0
49c94f32f964a52054581fe3,435,3562,2,21,0,0
4be70da2cf200f471634153c,435,79,2,7,0,0
4a8872d8f964a5207d0620e3,435,3800,10,21,0,0
4ab6c28ff964a520eb7820e3,435,3801,10,21,0,0
49ca8f4df964a520b9581fe3,435,6,1,21,0,0
4c709513df6b8cfab5f3b84d,435,3795,3,6,0,0
4a2c1064f964a52017971fe3,435,746,3,21,0,0
4b8968c3f964a520863332e3,435,1680,9,7,0,0
4aac30f6f964a520c85c20e3,435,3802,10,21,0,0
45214142f964a520c03a1fe3,435,2396,10,29,0,0
43c40aa8f964a520572d1fe3,435,3724,1,21,0,0
4a05f00af964a5209e721fe3,435,648,10,29,0,0
4a3d6d36f964a52042a21fe3,435,3803,10,29,0,0
4b240758f964a5206e5f24e3,435,2024,10,29,0,0
412a8500f964a5208e0c1fe3,435,3804,10,21,0,0
4a8cbbdff964a520070f20e3,435,3805,10,21,0,0
4b64e41df964a520dcd72ae3,435,3806,10,29,0,0
49ca8f4df964a520b9581fe3,435,6,1,21,0,0
4c709513df6b8cfab5f3b84d,435,3795,3,6,0,0
4c709513df6b8cfab5f3b84d,435,3795,3,6,0,0
4a2c1064f964a52017971fe3,435,746,3,21,0,0
468ef191f964a52093481fe3,435,1272,3,21,0,0
4ae1b2a0f964a520c98621e3,436,3687,1,21,0,0
4a71e4cff964a520ccd91fe3,437,2,2,21,0,0
49c978d2f964a5206b581fe3,437,1545,3,21,0,0
437e6b00f964a520b82a1fe3,437,350,2,14,0,0
437e6b00f964a520b82a1fe3,437,350,2,14,0,0
4cdd9a967e2e236aa7eb791b,437,3807,1,21,0,0
41059b00f964a520850b1fe3,437,57,3,21,0,0
4a050141f964a52047721fe3,437,1610,3,4,0,0
42bf4180f964a520b1251fe3,437,763,3,21,0,0
49ce75e7f964a520415a1fe3,437,636,6,3,0,0
4a71e4cff964a520ccd91fe3,437,2,2,21,0,0
437e6b00f964a520b82a1fe3,437,350,2,14,0,0
49cc413df964a5205a591fe3,437,351,14,7,0,0
44d344bef964a52041361fe3,437,1365,14,7,0,0
40982e80f964a520ecf21ee3,437,996,18,7,0,0
4a5824e5f964a5206db71fe3,437,38,10,7,0,0
43067280f964a52023271fe3,437,111,10,18,0,0
40982e80f964a520ecf21ee3,437,996,18,7,0,0
43067280f964a52023271fe3,437,111,10,18,0,0
4bd2177d046076b055357371,437,0,0,7,0,0
40943a00f964a520e5f21ee3,437,319,14,7,0,0
40982e80f964a520ecf21ee3,437,996,18,7,0,0
49cc413df964a5205a591fe3,437,351,14,7,0,0
4e04df49d22df322e6e38586,438,555,6,2,0,0
43afc7d2f964a520922c1fe3,438,3553,2,10,0,0
4bd8a954e914a59336f453fa,439,897,0,7,0,0
4c53307e4623be9a0a0db5f0,439,718,6,21,0,0
4a17bb5ff964a52071791fe3,439,3808,1,21,0,0
3fd66200f964a52027ee1ee3,439,880,10,1,0,0
41059b00f964a520850b1fe3,439,57,3,21,0,0
44ecd649f964a520d5371fe3,439,1673,6,1,0,0
47629427f964a520e54c1fe3,439,468,1,21,0,0
43920c94f964a520682b1fe3,439,191,12,4,0,0
4c05a764191f20a11473e314,439,464,6,1,0,0
4b477ea0f964a520f63326e3,439,91,1,21,0,0
46c21a36f964a520f6491fe3,439,1227,1,21,0,0
42814b00f964a520ef211fe3,439,2746,1,21,0,0
43aaeef4f964a520862c1fe3,439,1549,6,21,0,0
4a70977ef964a520e1d71fe3,439,3809,4,21,0,0
4a04a183f964a52013721fe3,439,3049,1,21,0,0
3fd66200f964a52064ed1ee3,439,2082,6,7,0,0
4a5f8994f964a520d5bf1fe3,439,246,1,21,0,0
49defb9ff964a520b9601fe3,439,29,1,21,0,0
4bd1e1f1a8b3a593bb9e665f,439,681,1,21,0,0
43067280f964a52023271fe3,439,111,10,18,0,0
49ceaa01f964a5206e5a1fe3,440,1360,1,21,0,0
49e6c22df964a52069641fe3,440,3270,1,21,0,0
4da34b6c9935a0931974c66f,440,1951,4,21,0,0
4b7ef75cf964a520ee0c30e3,440,354,1,21,0,0
4b7ef75cf964a520ee0c30e3,440,354,1,21,0,0
4a3ef906f964a5209ba31fe3,440,647,3,30,0,0
3fd66200f964a52018ed1ee3,440,430,1,21,0,0
43582f80f964a520e4281fe3,440,367,6,21,0,0
4698dfcbf964a520ef481fe3,440,1183,2,21,0,0
49e4d4fdf964a52058631fe3,440,2361,1,21,0,0
4a3ef906f964a5209ba31fe3,440,647,3,30,0,0
4b7ef75cf964a520ee0c30e3,440,354,1,21,0,0
4ba07e10f964a520c96f37e3,440,407,4,21,0,0
455f77abf964a520903d1fe3,440,20,3,21,0,0
4c05a764191f20a11473e314,440,464,6,1,0,0
43d9e87ff964a520732e1fe3,440,536,1,21,0,0
4c72a2191b11199cf5365a13,440,1007,4,21,0,0
4a052ea0f964a5205d721fe3,440,1058,3,21,0,0
4c7568b008dcef3b83931dcf,440,3810,4,21,0,0
4a189db1f964a520d2791fe3,440,3657,1,21,0,0
4c7568b008dcef3b83931dcf,440,3810,4,21,0,0
4c7568b008dcef3b83931dcf,440,3810,4,21,0,0
49e1343df964a520a8611fe3,440,3811,1,21,0,0
44b38073f964a5204f351fe3,440,3812,3,21,0,0
44b38073f964a5204f351fe3,440,3812,3,21,0,0
3fd66200f964a52091f11ee3,440,1651,1,21,0,0
49cd4147f964a520d9591fe3,440,3661,1,21,0,0
43920c94f964a520682b1fe3,440,191,12,4,0,0
3fd66200f964a52099ed1ee3,440,36,6,16,0,0
513e805ae4b05b7b6b66ef40,440,661,6,1,0,0
4b57db47f964a520064428e3,440,1003,1,21,0,0
49d01698f964a520fd5a1fe3,441,49,3,2,0,0
3fd66200f964a520a9ed1ee3,441,1189,1,21,0,0
4e04df49d22df322e6e38586,441,555,6,2,0,0
40f71a80f964a520bc0a1fe3,441,1718,6,1,0,0
49efbb13f964a520fc681fe3,441,1420,6,21,0,0
40ca4780f964a52009011fe3,441,223,6,21,0,0
432a0b00f964a520dd271fe3,441,1738,1,21,0,0
49d01698f964a520fd5a1fe3,441,49,3,2,0,0
4468f484f964a5204f331fe3,441,88,2,7,0,0
4a975e5cf964a5207e2920e3,441,143,1,21,0,0
409d7480f964a520f2f21ee3,441,147,3,21,0,0
49f62829f964a520136c1fe3,441,490,3,2,0,0
4ccc4758566aa093366a20fd,441,3813,3,22,0,0
4bd0af579854d13a0e3af84d,441,1559,3,22,0,0
41059b00f964a520850b1fe3,441,57,3,21,0,0
41059b00f964a520850b1fe3,441,57,3,21,0,0
41059b00f964a520850b1fe3,441,57,3,21,0,0
468ef191f964a52093481fe3,441,1272,3,21,0,0
40ca4780f964a52009011fe3,441,223,6,21,0,0
49f7968df964a520bf6c1fe3,441,206,6,21,0,0
432a0b00f964a520d9271fe3,441,3196,6,1,0,0
40f71a80f964a520bc0a1fe3,441,1718,6,1,0,0
4c103449ce57c928089181d2,441,617,10,21,0,0
4ac2ac13f964a520449a20e3,441,595,10,29,0,0
469019cbf964a5209f481fe3,441,337,6,1,0,0
452b81ddf964a520393b1fe3,441,517,10,21,0,0
4a6a4d04f964a5200fcd1fe3,441,3814,6,21,0,0
432a0b00f964a520e3271fe3,441,3551,1,21,0,0
4a5824e5f964a5206db71fe3,441,38,10,7,0,0
4bca9451937ca593d746a892,441,2680,3,2,0,0
40870b00f964a520abf21ee3,441,216,1,21,0,0
49f7968df964a520bf6c1fe3,441,206,6,21,0,0
40ca4780f964a52009011fe3,441,223,6,21,0,0
40f71a80f964a520bc0a1fe3,441,1718,6,1,0,0
44f97a46f964a5205e381fe3,441,1759,6,1,0,0
4b05ec3ff964a520e0e522e3,441,3126,1,21,0,0
4cd080487561236a919d2cf3,441,445,2,7,0,0
40870b00f964a520abf21ee3,441,216,1,21,0,0
4ca22c622fb1a143ab520b41,441,747,6,21,0,0
4497e143f964a5208f341fe3,442,385,6,21,0,0
44646408f964a52026331fe3,442,1053,6,1,0,0
49c92c24f964a5203a581fe3,442,941,1,21,0,0
49d3e0f0f964a520205c1fe3,442,869,1,21,0,0
4d9517f1daec224b4c80f73d,442,1160,10,1,0,0
43601880f964a52023291fe3,442,2376,1,21,0,0
49d3e0f0f964a520205c1fe3,442,869,1,21,0,0
4a27e06ff964a520d9941fe3,442,1996,1,21,0,0
4a2937f2f964a52068951fe3,442,1762,1,21,0,0
4d9517f1daec224b4c80f73d,442,1160,10,1,0,0
4c0b1724340720a137b28793,442,1213,1,21,0,0
4da23ee19935a093c9b8b16f,442,1980,1,21,0,0
4a445686f964a52077a71fe3,442,3528,1,21,0,0
43b6c65cf964a520cf2c1fe3,442,1135,6,16,0,0
4d9517f1daec224b4c80f73d,442,1160,10,1,0,0
46002c84f964a52092441fe3,442,1969,1,21,0,0
424c8f00f964a520a1201fe3,442,717,6,16,0,0
40e0b100f964a520e1091fe3,442,548,6,1,0,0
4161e400f964a520711d1fe3,442,167,6,16,0,0
4c44d4b9dcd61b8df9e67b56,442,318,6,1,0,0
4161e400f964a520711d1fe3,442,167,6,16,0,0
4249ec00f964a5208f201fe3,442,443,16,7,0,0
49dad092f964a520b25e1fe3,442,1601,1,21,0,0
43b6c65cf964a520cf2c1fe3,442,1135,6,16,0,0
3fd66200f964a52044ed1ee3,443,584,6,21,0,0
4c72eddd0e23b1f784201fdc,443,432,6,1,0,0
44f73383f964a5204f381fe3,443,3815,6,21,0,0
3fd66200f964a5207bec1ee3,443,400,6,7,0,0
4de7f640d1648c97962734d7,443,946,1,13,0,0
3fd66200f964a5201ef11ee3,443,1720,6,21,0,0
4a5f8994f964a520d5bf1fe3,443,246,1,21,0,0
461604b8f964a52045451fe3,443,433,6,21,0,0
4d802a95ab666ea80c2101c1,443,2252,1,21,0,0
4570691ff964a5205c3e1fe3,443,844,6,1,0,0
4a75206cf964a5209de01fe3,443,1854,1,21,0,0
49dcd054f964a520a45f1fe3,443,3816,1,21,0,0
42fa9500f964a520e2261fe3,443,209,1,21,0,0
3fd66200f964a5204ded1ee3,443,902,6,21,0,0
3fd66200f964a5205ded1ee3,443,162,6,21,0,0
43eb859cf964a5203a2f1fe3,443,215,6,21,0,0
4e0e6611d22d8582bdbf30ee,443,3817,2,21,0,0
3fd66200f964a52018ed1ee3,443,430,1,21,0,0
4d915a879acaa143ba49e6f0,443,3818,0,7,0,0
3fd66200f964a520bbec1ee3,443,1167,6,1,0,0
4b9a9045f964a5209fc135e3,443,3819,11,4,0,0
4c6c6689f2846dcb43de62e9,443,995,4,21,0,0
4a4d0faaf964a52080ad1fe3,443,366,1,21,0,0
4bbe7a6f30c99c7471e55311,443,92,6,1,0,0
4d802a95ab666ea80c2101c1,443,2252,1,21,0,0
461604b8f964a52045451fe3,443,433,6,21,0,0
4c72eddd0e23b1f784201fdc,443,432,6,1,0,0
437e6b00f964a520be2a1fe3,443,3820,6,1,0,0
4dd00aa5b0fb25f6e36b59b5,443,3821,10,25,0,0
49bb21e7f964a520d6531fe3,443,2234,1,21,0,0
3fd66200f964a52017ed1ee3,443,2308,1,21,0,0
417ee500f964a520d71d1fe3,443,994,6,1,0,0
41059b00f964a520850b1fe3,443,57,3,21,0,0
4a47af48f964a520f3a91fe3,443,3822,10,25,0,0
49d3e0f0f964a520205c1fe3,443,869,1,21,0,0
43945018f964a5207f2b1fe3,443,245,10,25,0,0
4a43a628f964a520a2a61fe3,443,3823,4,21,0,0
4be080f3cb81c9b64b14668b,443,3824,10,21,0,0
41059b00f964a520850b1fe3,443,57,3,21,0,0
42911d00f964a52000241fe3,443,690,6,21,0,0
4bbe7a6f30c99c7471e55311,443,92,6,1,0,0
3fd66200f964a52017ed1ee3,443,2308,1,21,0,0
4a920316f964a520951c20e3,443,556,1,21,0,0
4c72eddd0e23b1f784201fdc,443,432,6,1,0,0
41059b00f964a520850b1fe3,443,57,3,21,0,0
461604b8f964a52045451fe3,443,433,6,21,0,0
4b71ed7af964a520b3642de3,443,466,1,21,0,0
49db06cbf964a520c05e1fe3,443,3825,10,25,0,0
4ac6bc32f964a52018b620e3,443,2959,6,1,0,0
49f61293f964a520fe6b1fe3,443,2210,2,10,0,0
49a34f0af964a5209a521fe3,443,1296,2,5,0,0
4a10af0af964a520f4761fe3,443,352,1,21,0,0
4c72eddd0e23b1f784201fdc,443,432,6,1,0,0
4a5824e5f964a5206db71fe3,443,38,10,7,0,0
4c72eddd0e23b1f784201fdc,443,432,6,1,0,0
49c978d2f964a5206b581fe3,443,1545,3,21,0,0
49eac7e0f964a52097661fe3,443,2792,6,1,0,0
4de7f640d1648c97962734d7,443,946,1,13,0,0
4aff8b4af964a520663922e3,443,278,1,21,0,0
4497e143f964a5208f341fe3,443,385,6,21,0,0
4c72eddd0e23b1f784201fdc,443,432,6,1,0,0
461604b8f964a52045451fe3,443,433,6,21,0,0
437d1980f964a520ae2a1fe3,443,2864,1,21,0,0
461604b8f964a52045451fe3,443,433,6,21,0,0
49da8f69f964a520945e1fe3,443,1983,1,21,0,0
4acfadeef964a52049d520e3,443,485,10,21,0,0
4de1490a52b1c1b3ce48d13c,443,3303,7,21,0,0
49a34f0af964a5209a521fe3,443,1296,2,5,0,0
457ff3d0f964a520553f1fe3,443,2510,10,21,0,0
4a49961cf964a52076ab1fe3,443,936,10,1,0,0
4ab3f61cf964a5204d6f20e3,443,3826,10,1,0,0
49f61293f964a520fe6b1fe3,443,2210,2,10,0,0
40f71a80f964a520af0a1fe3,443,13,6,7,0,0
4bc0c8e84cdfc9b6067a9321,443,1745,7,4,0,0
49d050a3f964a5201c5b1fe3,443,1584,1,21,0,0
4b71ed7af964a520b3642de3,443,466,1,21,0,0
49f903caf964a5204e6d1fe3,443,2764,3,30,0,0
49f61293f964a520fe6b1fe3,443,2210,2,10,0,0
4a5824e5f964a5206db71fe3,443,38,10,7,0,0
4857c24bf964a520bd501fe3,443,927,6,3,0,0
4a4ac040f964a52026ac1fe3,443,954,6,21,0,0
4c09054ca1b32d7fb1e296f0,443,469,1,21,0,0
3fd66200f964a5207bec1ee3,443,400,6,7,0,0
4ace9765f964a5205ad120e3,443,2056,6,21,0,0
49bb21e7f964a520d6531fe3,443,2234,1,21,0,0
439b6598f964a520e12b1fe3,443,2025,1,21,0,0
4694ff00f964a520da481fe3,443,1304,1,21,0,0
4dceda051f6eb1227085be41,443,1922,2,7,0,0
4dd00aa5b0fb25f6e36b59b5,443,3821,10,25,0,0
42911d00f964a52000241fe3,443,690,6,21,0,0
4c72eddd0e23b1f784201fdc,443,432,6,1,0,0
461604b8f964a52045451fe3,443,433,6,21,0,0
49ca9ac2f964a520c6581fe3,443,1387,1,21,0,0
4c72eddd0e23b1f784201fdc,443,432,6,1,0,0
40f71a80f964a520ae0a1fe3,443,1071,6,1,0,0
4af09c87f964a520a1dd21e3,443,820,1,21,0,0
40919700f964a520e1f21ee3,443,850,6,7,0,0
41059b00f964a520850b1fe3,443,57,3,21,0,0
41059b00f964a520850b1fe3,443,57,3,21,0,0
4c26686d5c5ca593a31f46fe,444,3827,1,21,0,0
4c000b89f61ea5937738eb13,444,2486,1,21,0,0
49d66ed9f964a520cb5c1fe3,444,2643,1,21,0,0
4a7747e7f964a52009e41fe3,444,185,13,4,0,0
4a7747e7f964a52009e41fe3,444,185,13,4,0,0
4c1664e1b7b9c9283461ae37,444,3828,1,21,0,0
4a61284bf964a52004c21fe3,444,1341,7,21,0,0
4bd2177d046076b055357371,444,0,0,7,0,0
4c0854feffb8c9b69f2b6861,444,1500,6,1,0,0
40870b00f964a52098f21ee3,445,146,6,21,0,0
4b2dd3b9f964a52097db24e3,445,1733,1,21,0,0
3fd66200f964a5202ef11ee3,445,473,1,21,0,0
3fd66200f964a52066ed1ee3,445,261,6,1,0,0
442ebdeff964a520de311fe3,445,2309,1,21,0,0
4c6785fbaebea5936da776d0,445,3829,3,30,0,0
40c3b000f964a520e6001fe3,446,376,16,7,0,0
4d7944e7ece5a1cd62b9a2a4,446,2104,1,21,0,0
4460d56ef964a5200b331fe3,446,950,1,21,0,0
40f71a80f964a520bc0a1fe3,446,1718,6,1,0,0
4a394777f964a5204e9f1fe3,447,3374,10,21,0,0
4a2821d8f964a520f8941fe3,447,3830,10,5,0,0
49c94f32f964a52054581fe3,447,3562,2,21,0,0
49ca8f4df964a520b9581fe3,447,6,1,21,0,0
4ce1cb6394c3b60c08a378ea,447,864,1,21,0,0
454201d5f964a520493c1fe3,447,1277,13,4,0,0
40943a00f964a520e5f21ee3,447,319,14,7,0,0
49baa46af964a5208f531fe3,447,202,1,21,0,0
49e8d913f964a5209c651fe3,447,232,6,1,0,0
4bd2177d046076b055357371,447,0,0,7,0,0
41059b00f964a520850b1fe3,447,57,3,21,0,0
49a728e8f964a520a1521fe3,447,3831,1,21,0,0
435d7580f964a5201a291fe3,447,415,1,21,0,0
454201d5f964a520493c1fe3,447,1277,13,4,0,0
4ab595e1f964a520877520e3,447,80,2,21,0,0
49a728e8f964a520a1521fe3,447,3831,1,21,0,0
4c6c6689f2846dcb43de62e9,447,995,4,21,0,0
454201d5f964a520493c1fe3,447,1277,13,4,0,0
4249ec00f964a5208f201fe3,447,443,16,7,0,0
4a4ac040f964a52026ac1fe3,447,954,6,21,0,0
41059b00f964a520850b1fe3,447,57,3,21,0,0
4a6b9ea9f964a52063cf1fe3,448,792,6,1,0,0
4a975e5cf964a5207e2920e3,448,143,1,21,0,0
459ec615f964a520bd401fe3,449,3832,1,21,0,0
4b614227f964a520430e2ae3,449,323,1,21,0,0
4d93fbb929c637041e1d16d7,449,3833,2,26,0,0
4c65f87287759521d9c9dc4c,449,1114,6,21,0,0
41059b00f964a520850b1fe3,449,57,3,21,0,0
41059b00f964a520850b1fe3,449,57,3,21,0,0
4390a026f964a5204d2b1fe3,449,767,7,28,0,0
49d2c77af964a520d75b1fe3,449,699,6,21,0,0
40b7d280f964a52093001fe3,449,1068,2,21,0,0
4ad4eb13f964a520affc20e3,449,516,1,21,0,0
4d59dbc423e0a0938b584949,449,3834,3,1,0,0
4a5824e5f964a5206db71fe3,449,38,10,7,0,0
43e2728ef964a520d02e1fe3,449,3835,1,21,0,0
49dd4222f964a520f85f1fe3,449,2850,10,21,0,0
43f25d2ff964a5208d2f1fe3,449,2558,1,21,0,0
43b6c65cf964a520cf2c1fe3,450,1135,6,16,0,0
4a18c332f964a520e5791fe3,450,210,1,21,0,0
40bbc700f964a520b1001fe3,450,37,2,21,0,0
40885c80f964a520bcf21ee3,451,2240,6,7,0,0
4bdf4bdaffdec9286871eba1,452,2645,2,21,0,0
4ab7ac90f964a520687a20e3,452,3836,13,4,0,0
4c65f87287759521d9c9dc4c,452,1114,6,21,0,0
41059b00f964a520850b1fe3,452,57,3,21,0,0
40b7d280f964a52091001fe3,452,1005,6,7,0,0
4bcf28f8549676b053a6ace5,452,3837,1,21,0,0
49bc5f17f964a52031541fe3,452,2616,1,21,0,0
41059b00f964a520850b1fe3,453,57,3,21,0,0
49b70b09f964a52018531fe3,453,3838,1,21,0,0
41059b00f964a520850b1fe3,453,57,3,21,0,0
4a2c1b11f964a52021971fe3,453,2313,3,21,0,0
4c1abbbd624b9c74b8791204,454,945,1,21,0,0
4c1abbbd624b9c74b8791204,454,945,1,21,0,0
4d49af2ff53c8cfa6f0b1b47,454,835,1,21,0,0
4af52e55f964a5208bf821e3,454,3839,6,21,0,0
4bd2177d046076b055357371,454,0,0,7,0,0
4be34dd3f07b0f47b2b0f743,454,3840,2,21,0,0
4c1abbbd624b9c74b8791204,454,945,1,21,0,0
4a329abbf964a520669a1fe3,454,527,11,5,0,0
4a5824e5f964a5206db71fe3,454,38,10,7,0,0
4c1abbbd624b9c74b8791204,454,945,1,21,0,0
4a329abbf964a520669a1fe3,454,527,11,5,0,0
4defc9d5887754a6af9bd447,454,3841,1,21,0,0
454cf014f964a520c53c1fe3,454,596,7,28,0,0
454cf014f964a520c53c1fe3,454,596,7,28,0,0
4bbe7a6f30c99c7471e55311,454,92,6,1,0,0
4ab595e1f964a520877520e3,454,80,2,21,0,0
4c9e4464ca44236ab7182999,454,644,1,21,0,0
4a5824e5f964a5206db71fe3,454,38,10,7,0,0
4c1abbbd624b9c74b8791204,454,945,1,21,0,0
4c1abbbd624b9c74b8791204,454,945,1,21,0,0
4a5824e5f964a5206db71fe3,454,38,10,7,0,0
4813bc50f964a520414f1fe3,454,69,3,21,0,0
4d49af2ff53c8cfa6f0b1b47,454,835,1,21,0,0
4813bc50f964a520414f1fe3,454,69,3,21,0,0
43067280f964a52023271fe3,454,111,10,18,0,0
4c9e4464ca44236ab7182999,454,644,1,21,0,0
4c1abbbd624b9c74b8791204,454,945,1,21,0,0
